
============================================================
[FPGA] ZDMA DDR-to-IP log started at 1781911494
============================================================
[FPGA][INFO] ready version=zcu104-gemma3-q8-zdma-ddr-to-ip-v1 path=dma(default) rows=256 col_beats=32 cols=512 packed_q8=1 max_group_blocks=16 result_words=1024 weight_cache=0 profile_log=1 dma_detail=0 ip_detail=0 detail_every=0 flush_every=256
[FPGA][INFO] msync unsupported for ddr_high source=/dev/uio13(ddr_high,O_SYNC) errno=22 (Invalid argument); continuing with CPU barriers/O_SYNC mapping assumption
[FPGA][MATMUL] tensor=blk.0.ffn_down.weight layer=0 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.262 ip_ms=7.763 total_ms=83.828 status=OK
[FPGA][MATMUL] tensor=blk.1.attn_q.weight layer=1 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.937 ip_ms=1.275 total_ms=13.721 status=OK
[FPGA][MATMUL] tensor=blk.1.attn_k.weight layer=1 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.490 ip_ms=0.317 total_ms=3.482 status=OK
[FPGA][MATMUL] tensor=blk.1.attn_v.weight layer=1 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.418 status=OK
[FPGA][MATMUL] tensor=blk.1.attn_output.weight layer=1 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.621 ip_ms=1.140 total_ms=12.757 status=OK
[FPGA][MATMUL] tensor=blk.1.ffn_gate.weight layer=1 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.080 ip_ms=8.559 total_ms=92.433 status=OK
[FPGA][MATMUL] tensor=blk.1.ffn_up.weight layer=1 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.093 ip_ms=8.596 total_ms=92.545 status=OK
[FPGA][MATMUL] tensor=blk.1.ffn_down.weight layer=1 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.241 ip_ms=7.765 total_ms=83.327 status=OK
[FPGA][MATMUL] tensor=blk.2.attn_q.weight layer=2 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.936 ip_ms=1.270 total_ms=13.734 status=OK
[FPGA][MATMUL] tensor=blk.2.attn_k.weight layer=2 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.426 status=OK
[FPGA][MATMUL] tensor=blk.2.attn_v.weight layer=2 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.457 status=OK
[FPGA][MATMUL] tensor=blk.2.attn_output.weight layer=2 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.136 total_ms=12.872 status=OK
[FPGA][MATMUL] tensor=blk.2.ffn_gate.weight layer=2 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.228 ip_ms=8.564 total_ms=92.761 status=OK
[FPGA][MATMUL] tensor=blk.2.ffn_up.weight layer=2 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.067 ip_ms=8.561 total_ms=92.703 status=OK
[FPGA][MATMUL] tensor=blk.2.ffn_down.weight layer=2 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.248 ip_ms=7.766 total_ms=83.587 status=OK
[FPGA][MATMUL] tensor=blk.3.attn_q.weight layer=3 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.945 ip_ms=1.268 total_ms=13.797 status=OK
[FPGA][MATMUL] tensor=blk.3.attn_k.weight layer=3 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.483 ip_ms=0.317 total_ms=3.433 status=OK
[FPGA][MATMUL] tensor=blk.3.attn_v.weight layer=3 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.317 total_ms=3.424 status=OK
[FPGA][MATMUL] tensor=blk.3.attn_output.weight layer=3 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.628 ip_ms=1.137 total_ms=12.758 status=OK
[FPGA][MATMUL] tensor=blk.3.ffn_gate.weight layer=3 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.063 ip_ms=8.565 total_ms=92.908 status=OK
[FPGA][MATMUL] tensor=blk.3.ffn_up.weight layer=3 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.073 ip_ms=8.564 total_ms=92.718 status=OK
[FPGA][MATMUL] tensor=blk.3.ffn_down.weight layer=3 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.240 ip_ms=7.771 total_ms=83.648 status=OK
[FPGA][MATMUL] tensor=blk.4.attn_q.weight layer=4 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.935 ip_ms=1.271 total_ms=13.712 status=OK
[FPGA][MATMUL] tensor=blk.4.attn_k.weight layer=4 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.454 status=OK
[FPGA][MATMUL] tensor=blk.4.attn_v.weight layer=4 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.421 status=OK
[FPGA][MATMUL] tensor=blk.4.attn_output.weight layer=4 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.625 ip_ms=1.137 total_ms=12.761 status=OK
[FPGA][MATMUL] tensor=blk.4.ffn_gate.weight layer=4 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.074 ip_ms=8.563 total_ms=92.375 status=OK
[FPGA][MATMUL] tensor=blk.4.ffn_up.weight layer=4 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.070 ip_ms=8.566 total_ms=92.470 status=OK
[FPGA][MATMUL] tensor=blk.4.ffn_down.weight layer=4 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.250 ip_ms=7.769 total_ms=83.913 status=OK
[FPGA][MATMUL] tensor=blk.5.attn_q.weight layer=5 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.940 ip_ms=1.269 total_ms=13.792 status=OK
[FPGA][MATMUL] tensor=blk.5.attn_k.weight layer=5 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.319 total_ms=3.454 status=OK
[FPGA][MATMUL] tensor=blk.5.attn_v.weight layer=5 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.464 status=OK
[FPGA][MATMUL] tensor=blk.5.attn_output.weight layer=5 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.626 ip_ms=1.141 total_ms=12.746 status=OK
[FPGA][MATMUL] tensor=blk.5.ffn_gate.weight layer=5 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.060 ip_ms=8.566 total_ms=92.626 status=OK
[FPGA][MATMUL] tensor=blk.5.ffn_up.weight layer=5 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.218 ip_ms=8.564 total_ms=92.617 status=OK
[FPGA][MATMUL] tensor=blk.5.ffn_down.weight layer=5 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.243 ip_ms=7.765 total_ms=83.298 status=OK
[FPGA][MATMUL] tensor=blk.6.attn_q.weight layer=6 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.268 total_ms=13.712 status=OK
[FPGA][MATMUL] tensor=blk.6.attn_k.weight layer=6 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.318 total_ms=3.451 status=OK
[FPGA][MATMUL] tensor=blk.6.attn_v.weight layer=6 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.441 status=OK
[FPGA][MATMUL] tensor=blk.6.attn_output.weight layer=6 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.630 ip_ms=1.134 total_ms=12.756 status=OK
[FPGA][MATMUL] tensor=blk.6.ffn_gate.weight layer=6 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.062 ip_ms=8.563 total_ms=92.540 status=OK
[FPGA][MATMUL] tensor=blk.6.ffn_up.weight layer=6 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.079 ip_ms=8.567 total_ms=92.747 status=OK
[FPGA][MATMUL] tensor=blk.6.ffn_down.weight layer=6 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.252 ip_ms=7.775 total_ms=83.372 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_q.weight layer=7 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.935 ip_ms=1.269 total_ms=13.687 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_k.weight layer=7 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.490 ip_ms=0.317 total_ms=3.477 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_v.weight layer=7 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.427 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_output.weight layer=7 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.625 ip_ms=1.136 total_ms=12.664 status=OK
[FPGA][MATMUL] tensor=blk.7.ffn_gate.weight layer=7 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.083 ip_ms=8.562 total_ms=92.819 status=OK
[FPGA][MATMUL] tensor=blk.7.ffn_up.weight layer=7 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.097 ip_ms=8.562 total_ms=92.681 status=OK
[FPGA][MATMUL] tensor=blk.7.ffn_down.weight layer=7 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.244 ip_ms=7.772 total_ms=83.646 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_q.weight layer=8 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.935 ip_ms=1.268 total_ms=13.720 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_k.weight layer=8 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.488 ip_ms=0.317 total_ms=3.452 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_v.weight layer=8 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.483 ip_ms=0.317 total_ms=3.456 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_output.weight layer=8 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.624 ip_ms=1.136 total_ms=12.661 status=OK
[FPGA][MATMUL] tensor=blk.8.ffn_gate.weight layer=8 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.076 ip_ms=8.561 total_ms=92.539 status=OK
[FPGA][MATMUL] tensor=blk.8.ffn_up.weight layer=8 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.088 ip_ms=8.560 total_ms=92.907 status=OK
[FPGA][MATMUL] tensor=blk.8.ffn_down.weight layer=8 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.243 ip_ms=7.770 total_ms=84.000 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_q.weight layer=9 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.269 total_ms=13.736 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_k.weight layer=9 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.317 total_ms=3.455 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_v.weight layer=9 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.443 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_output.weight layer=9 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.628 ip_ms=1.138 total_ms=12.749 status=OK
[FPGA][MATMUL] tensor=blk.9.ffn_gate.weight layer=9 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.078 ip_ms=8.563 total_ms=92.365 status=OK
[FPGA][MATMUL] tensor=blk.9.ffn_up.weight layer=9 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.112 ip_ms=8.570 total_ms=92.464 status=OK
[FPGA][MATMUL] tensor=blk.9.ffn_down.weight layer=9 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.250 ip_ms=7.762 total_ms=83.701 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_q.weight layer=10 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.943 ip_ms=1.269 total_ms=13.809 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_k.weight layer=10 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.316 total_ms=3.476 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_v.weight layer=10 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.318 total_ms=3.434 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_output.weight layer=10 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.626 ip_ms=1.136 total_ms=12.761 status=OK
[FPGA][MATMUL] tensor=blk.10.ffn_gate.weight layer=10 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.069 ip_ms=8.563 total_ms=92.353 status=OK
[FPGA][MATMUL] tensor=blk.10.ffn_up.weight layer=10 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.066 ip_ms=8.562 total_ms=92.388 status=OK
[FPGA][MATMUL] tensor=blk.10.ffn_down.weight layer=10 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.240 ip_ms=7.777 total_ms=83.962 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_q.weight layer=11 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.268 total_ms=13.796 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_k.weight layer=11 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.489 ip_ms=0.317 total_ms=3.452 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_v.weight layer=11 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.473 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_output.weight layer=11 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.629 ip_ms=1.137 total_ms=12.947 status=OK
[FPGA][MATMUL] tensor=blk.11.ffn_gate.weight layer=11 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.079 ip_ms=8.565 total_ms=92.405 status=OK
[FPGA][MATMUL] tensor=blk.11.ffn_up.weight layer=11 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.070 ip_ms=8.566 total_ms=92.399 status=OK
[FPGA][MATMUL] tensor=blk.11.ffn_down.weight layer=11 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.242 ip_ms=7.775 total_ms=83.484 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_q.weight layer=12 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.937 ip_ms=1.268 total_ms=13.715 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_k.weight layer=12 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.317 total_ms=3.480 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_v.weight layer=12 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.317 total_ms=3.433 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_output.weight layer=12 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.629 ip_ms=1.135 total_ms=12.791 status=OK
[FPGA][MATMUL] tensor=blk.12.ffn_gate.weight layer=12 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.096 ip_ms=8.562 total_ms=92.786 status=OK
[FPGA][MATMUL] tensor=blk.12.ffn_up.weight layer=12 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.066 ip_ms=8.566 total_ms=92.447 status=OK
[FPGA][MATMUL] tensor=blk.12.ffn_down.weight layer=12 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.247 ip_ms=7.770 total_ms=83.542 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_q.weight layer=13 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.267 total_ms=13.769 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_k.weight layer=13 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.456 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_v.weight layer=13 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.483 ip_ms=0.317 total_ms=3.455 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_output.weight layer=13 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.628 ip_ms=1.137 total_ms=12.725 status=OK
[FPGA][MATMUL] tensor=blk.13.ffn_gate.weight layer=13 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.085 ip_ms=8.578 total_ms=92.651 status=OK
[FPGA][MATMUL] tensor=blk.13.ffn_up.weight layer=13 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.076 ip_ms=8.561 total_ms=92.498 status=OK
[FPGA][MATMUL] tensor=blk.13.ffn_down.weight layer=13 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.244 ip_ms=7.772 total_ms=83.361 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_q.weight layer=14 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.267 total_ms=13.713 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_k.weight layer=14 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.318 total_ms=3.436 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_v.weight layer=14 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.318 total_ms=3.446 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_output.weight layer=14 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.137 total_ms=12.767 status=OK
[FPGA][MATMUL] tensor=blk.14.ffn_gate.weight layer=14 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.075 ip_ms=8.567 total_ms=92.369 status=OK
[FPGA][MATMUL] tensor=blk.14.ffn_up.weight layer=14 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.088 ip_ms=8.567 total_ms=92.403 status=OK
[FPGA][MATMUL] tensor=blk.14.ffn_down.weight layer=14 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.238 ip_ms=7.776 total_ms=83.419 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_q.weight layer=15 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.268 total_ms=13.730 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_k.weight layer=15 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.488 ip_ms=0.317 total_ms=3.473 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_v.weight layer=15 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.316 total_ms=3.438 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_output.weight layer=15 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.628 ip_ms=1.135 total_ms=12.741 status=OK
[FPGA][MATMUL] tensor=blk.15.ffn_gate.weight layer=15 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.069 ip_ms=8.570 total_ms=92.469 status=OK
[FPGA][MATMUL] tensor=blk.15.ffn_up.weight layer=15 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.149 ip_ms=8.564 total_ms=92.536 status=OK
[FPGA][MATMUL] tensor=blk.15.ffn_down.weight layer=15 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.243 ip_ms=7.775 total_ms=83.274 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_q.weight layer=16 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.957 ip_ms=1.269 total_ms=13.820 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_k.weight layer=16 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.318 total_ms=3.447 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_v.weight layer=16 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.317 total_ms=3.426 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_output.weight layer=16 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.624 ip_ms=1.137 total_ms=12.799 status=OK
[FPGA][MATMUL] tensor=blk.16.ffn_gate.weight layer=16 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.075 ip_ms=8.568 total_ms=92.477 status=OK
[FPGA][MATMUL] tensor=blk.16.ffn_up.weight layer=16 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.068 ip_ms=8.567 total_ms=92.519 status=OK
[FPGA][MATMUL] tensor=blk.16.ffn_down.weight layer=16 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.242 ip_ms=7.771 total_ms=83.757 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_q.weight layer=17 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.269 total_ms=13.779 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_k.weight layer=17 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.436 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_v.weight layer=17 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.454 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_output.weight layer=17 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.625 ip_ms=1.138 total_ms=12.759 status=OK
[FPGA][MATMUL] tensor=blk.17.ffn_gate.weight layer=17 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.054 ip_ms=8.563 total_ms=92.612 status=OK
[FPGA][MATMUL] tensor=blk.17.ffn_up.weight layer=17 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.062 ip_ms=8.579 total_ms=92.594 status=OK
[FPGA][MATMUL] tensor=blk.17.ffn_down.weight layer=17 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.235 ip_ms=7.769 total_ms=83.500 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_q.weight layer=18 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.269 total_ms=13.763 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_k.weight layer=18 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.316 total_ms=3.446 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_v.weight layer=18 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.422 status=OK
